,price
224,298.22422832707844
225,52.64748590631512
226,51.17064719170533
227,82.41981107971037
228,52.37088017284186
229,79.33681999692107
230,87.881311338476
231,75.98858141059239
232,368.7669931863163
233,63.49246754911419
234,44.90407905509011
235,62.18083014807946
236,79.12482703307482
237,106.81095246561479
238,48.54141534358912
239,51.91898899268659
240,61.10189160122992
241,105.48123046628181
242,49.19974191879491
243,89.56706017274317
244,100.32585818746682
245,194.09656387012222
246,132.7570502345697
247,53.98139424205744
248,227.2611642409115
249,87.04370177177809
250,55.110408207522624
251,51.36203855025317
252,62.52739934398299
253,545.070620995369
254,61.92234061600944
255,120.23658202516762
256,198.11341346525398
257,78.00027707830654
258,77.19590186877545
259,71.12102883485447
260,85.5191673122125
261,106.66445017678758
262,67.61811942813135
263,68.80128724840681
264,131.4520277500571
265,104.45122461903189
266,71.89726383391512
267,141.67852450297013
268,85.68854759559113
269,260.4666259331906
270,-118.24825634413922
271,233.88988175051355
272,202.311595263658
273,70.7498039443015
274,37.89616772158266
275,43.52839859197352
276,64.7389512559091
277,58.12864797459871
278,56.66382522215983
279,88.27487017919366
280,37.09411874737731
281,55.00107222299694
282,124.05933596369951
283,67.88298186471367
284,44.73466943629212
285,76.79559295950365
286,77.78918470367185
287,37.05013344760128
288,223.18036940014272
289,67.52263839706785
290,96.27792822665384
291,167.94943978562827
292,76.38472501129013
293,64.6902379568501
294,35.468088320558664
295,268.3931065665456
296,58.91430051085634
297,50.63938045461478
298,228.14453416786964
299,13.383197651473164
300,404.9723419556266
301,75.43272568396462
302,216.559700757176
303,198.11341346525398
304,404.0401355885347
305,74.91540966584962
306,45.95640423992703
307,51.79231480810516
308,209.86768436663124
309,49.47322280165274
310,48.591970999599056
311,53.96764987752059
312,35.468088320558664
313,60.028465738875795
314,65.82659685809631
315,142.96408634822618
316,1102.2046879957584
317,265.15210273266786
318,109.20825635637101
319,140.512317369306
320,59.26769283611615
321,102.80846791642614
322,90.4756568338265
323,40.626839014841266
324,58.73186439300938
325,76.06428220769516
326,193.3639170848683
327,67.88298186471367
328,48.58913442169599
329,42.08758609630849
330,51.22227954176826
331,86.30223724456853
332,78.23266438471131
333,116.93557168665824
334,30.0484067052514
335,55.21123711204868
336,145.5004956720698
337,60.66981031379511
338,64.50731746769702
339,15.485648014813325
340,34.89222367590917
341,23.824921511091993
342,44.73466943629212
343,61.34002975311476
344,289.51599544356685
345,103.43748308299763
346,348.08394440222247
347,52.73769297449182
348,62.52739934398299
349,40.1704844401775
350,82.67268728832869
351,41.85164954825542
352,49.91881682007259
353,80.13534610773151
354,164.9708447666194
355,113.2472658905625
356,184.8835258767157
357,64.52671477033684
358,126.63101296415867
359,59.26769283611615
360,104.75985656453136
361,79.36261628726601
362,51.16298981653247
363,78.00027707830654
364,62.07473676683092
365,67.35268859606654
366,194.23131866347654
367,71.59147516197756
368,48.9117350560845
369,176.7183529531309
370,53.98139424205744
371,206.47286872517478
372,33.95532051375565
373,60.6853119449451
374,67.07685335581169
375,87.85521786102821
376,107.99187235713559
377,150.88068477732705
378,215.69452192397716
379,39.6433147071998
380,115.2189214512549
381,136.3800967207841
382,64.64039692265565
383,48.417025857059464
384,30.037989989702147
385,75.65988283017754
386,50.177279916765876
387,208.06140011558
388,112.5942612112618
389,53.98139424205744
390,44.673380057658584
391,116.36155997751139
392,55.02196798188131
393,72.88705441712767
394,104.0822889729474
395,170.21600715491113
396,67.71056543479948
397,80.80068648969392
398,208.37117346961165
399,48.1868842723142
400,160.5988438241795
401,85.66160673558747
402,52.24374798347913
403,152.72630301577615
404,170.4915009049757
405,113.74531390351578
406,102.80747598036628
407,106.52253151705483
408,393.42999170935815
409,47.16582074099525
410,53.98139424205744
411,234.3825925903653
412,84.82330376169195
413,423.1642185090593
414,73.00761121744478
415,236.59143868094728
416,157.5672548664856
417,55.21123711204868
418,692.5887131208138
419,64.12142707681444
420,144.9043664986604
421,125.26054765941596
422,60.028465738875795
423,229.26757109990945
424,57.4859051152621
425,299.07549006485806
426,67.2088874752404
427,51.73790502144127
428,188.27506372200403
429,473.0699777928575
430,33.48164541456698
431,56.66967319159648
432,202.2969280305297
433,27.758540677447385
434,50.39949508091266
435,79.46431470657511
436,56.66967319159648
437,131.2812782111648
438,61.71018929682681
439,45.129677079932456
440,80.15613708219313
441,62.57159065442198
442,439.80367663506144
443,84.01507995869167
444,59.049595852641836
445,157.715997503794
446,46.114337975342785
447,169.12818184035274
448,57.721205348069766
449,117.64396115417802
450,132.1229159008319
451,58.29817037978905
452,68.86678914565658
453,51.62602248284916
454,60.38083045390973
455,43.04574983735281
456,50.791480562558874
457,79.13180161984398
458,69.0559135101439
459,57.961641132233915
460,67.33091900383502
461,547.0488186157992
462,67.10892604126441
463,53.30669380672044
464,99.08902714509706
465,67.32503638739146
466,80.66778294282649
467,46.86652215938656
468,36.218004648210474
469,51.16298981653247
470,39.21827353840858
471,149.1682600521723
472,61.71018929682681
473,52.34634928898257
474,68.07873179411732
475,117.87985630488272
476,168.40615451290196
477,43.41277062655521
478,67.09842627125268
479,37.9443572887579
480,95.8089997863345
481,82.74605683399525
482,143.89969954212467
483,61.71018929682681
484,64.0320520779668
485,60.3618294481384
486,77.96066463255042
487,167.5219897626492
488,62.52739934398299
489,48.591970999599056
490,80.26442404409127
491,61.973907213439
492,45.689231572238036
493,33.97051448258653
494,73.8428204941717
495,123.67363769995013
496,186.21143407193347
497,65.56181805665211
498,82.23058996021324
499,69.3717452184575
500,57.46793645278728
501,63.23013760265929
502,71.82666232027141
503,63.017942481122745
504,53.123821808559136
505,50.03805240163495
506,149.88576564383808
507,113.74531390351578
508,23.571439659622428
509,59.845247125123585
510,45.689231572238036
511,58.50764128730712
512,222.38524561687663
513,649.0974213087113
514,177.22587101021495
515,48.58913442169599
516,241.26582301994816
517,112.48956516206063
518,44.72622045654646
519,195.77659318778885
520,454.424192797671
521,34.89222367590917
522,72.60970821386341
523,244.75052575498148
524,40.83464409791787
525,251.75507342911186
526,255.36588096138297
527,45.76670906477269
528,51.16298981653247
529,136.45480140895737
530,53.98139424205744
531,79.78141222355323
532,57.73901411895424
533,52.80662762904901
534,64.44306073288975
535,71.56237108212459
536,202.08777929564167
537,151.88857648917607
538,60.41604185767979
539,69.97985099670808
540,91.87097498660378
541,106.27189154721555
542,57.97910793692107
543,362.3612509926425
544,58.91430051085634
545,341.4071976271775
546,117.17894191330993
547,199.53385970085594
548,57.73901411895424
549,63.93143563947828
550,167.2734506550098
551,73.81614819418365
552,47.13120389743681
553,32.68446115495401
554,50.83093585625901
555,230.15876205184819
556,191.16850942312155
557,116.21814501882527
558,64.7389512559091
559,73.86560848180471
560,55.21123711204868
561,82.28845330907083
562,171.13915226813057
563,53.910558491307306
564,215.07074425134664
565,74.61705469386116
566,82.94603330082093
567,107.64939408231297
568,101.87094116171228
569,82.93284737601599
570,58.968956004667724
571,104.89443435925504
572,50.63938045461478
573,55.26288877817507
574,57.721205348069766
575,67.52263839706785
576,74.83531618850915
577,52.678403249256036
578,142.08741557400415
579,88.29921133541117
580,20.72579773311883
581,83.84999713162165
582,50.68106810507626
583,105.90013472406474
584,85.52798730992333
585,51.084704312374335
586,148.39982089053103
587,71.05927452904157
588,46.97676941441822
589,52.73769297449182
590,85.80119279794944
591,115.26535039329566
592,103.4418384528062
593,47.03308638635985
594,73.00761121744478
595,427.58240839905113
596,40.626839014841266
597,72.51151550315592
598,131.44076852025384
599,124.93845324221518
600,47.40787986564219
601,110.77342495275619
602,66.15957340587696
603,56.66967319159648
604,63.49246754911419
605,63.017942481122745
606,44.73466943629212
607,141.23029504145717
608,157.92128015875582
609,57.73901411895424
610,38.8946854797214
611,80.43288941928144
612,49.81840326998769
613,122.47961766240003
614,76.62234214191592
615,57.73901411895424
616,59.57277952227648
617,200.2694612041919
618,138.96297983603827
619,91.25947509858749
620,186.21143407193347
621,107.99187235713559
622,87.04370177177809
623,65.37893642419614
624,75.03698574103605
625,50.177279916765876
626,102.27521612810229
627,64.18496149326909
628,58.75788531895741
629,238.3278685637159
630,89.01237867312052
631,40.356604019812494
632,107.33181197717994
633,46.548549007679675
634,629.0719254173333
635,200.56990711508237
636,282.19181383058793
637,60.028465738875795
638,79.86904405844172
639,251.78758567492068
640,45.318489993039236
641,45.689231572238036
642,89.64645238102764
643,306.6038174164673
644,55.60262900817424
645,208.16422787805487
646,177.9629461222163
647,68.30116979197429
648,79.97985199779704
649,74.29523574976832
650,65.76572063614496
651,934.6408737594819
652,64.7389512559091
653,85.25831103527783
654,49.81840326998769
655,82.52912196391921
656,57.721205348069766
657,189.68204611629525
658,69.59740505646322
659,51.79128037399688
660,111.57997499557963
661,65.94618259283088
662,82.54448576883266
663,50.791480562558874
664,87.94447486032881
665,62.57159065442198
666,145.94708792311724
667,59.54199769951966
668,206.16210152699134
669,83.59535757227344
670,92.45744686273795
671,24.06351887345556
672,119.17823424761471
673,50.395022050750256
674,45.76670906477269
675,43.07204148513822
676,459.94918428436665
677,157.71709818207412
678,82.54448576883266
679,173.17341136732728
680,202.48010530958877
681,99.26496724335357
682,102.16515932516981
683,95.33498658915597
684,66.9623823430979
685,57.24411564037257
686,245.44801406183743
687,50.791480562558874
688,117.75071001795338
689,45.689231572238036
690,85.66564511637614
691,150.56866495569452
692,43.14662488931483
693,55.052682476040495
694,121.90830080102458
695,50.71546406724151
696,63.031217832420566
697,499.53441015746915
698,43.41277062655521
699,48.54141534358912
700,41.863502987467704
701,52.678403249256036
702,61.600547252789006
703,30.0484067052514
704,36.977447384051295
705,178.26941473780784
706,67.35603308544958
707,113.8117249698875
708,45.09266728866094
709,87.2818997917881
710,129.6466634145481
711,95.33498658915597
712,136.25532854011826
713,44.56043822045409
714,78.0429591672185
715,38.9861110049862
716,133.65991764118718
717,63.335694404960364
718,370.4566259098403
719,132.85828681626398
720,45.612173639856266
721,85.56529968980834
722,55.52895047497128
723,325.4281871049342
724,130.60064499109708
725,52.97953986658858
726,114.42838912470359
727,259.60312413560564
728,49.51718875114081
729,441.1242546297264
730,292.86872506291473
731,47.32450635577196
732,116.80661134243083
733,127.5000514344195
734,134.9692984307015
735,101.66055492041754
736,80.56747335861138
737,199.18869317606624
738,61.97505949319623
739,61.722972863977674
740,454.8677562250862
741,84.42751521844109
742,34.89222367590917
743,51.16298981653247
744,45.55197100832958
745,202.99910419533774
746,52.678403249256036
747,44.90407905509011
748,250.7613530514323
749,99.08902714509706
750,34.160098515205476
751,737.2889227351692
752,292.2649225134288
753,99.22341096131109
754,49.59280524514534
755,107.64939408231297
756,61.55362926002699
757,56.66382522215983
758,1066.2024404301867
759,136.7490506380622
760,105.90013472406474
761,82.61910115861218
762,173.6139470913438
763,75.96092322760023
764,103.00394501596327
765,54.85898563358965
766,100.09658691782235
767,39.982306017455485
768,49.096088955295386
769,180.20486740000786
770,48.9117350560845
771,169.04104836990484
772,230.956044527709
773,78.11001436737257
774,208.88649056535203
775,52.422129257983585
776,150.44854251290423
777,74.21817667010646
778,157.04778419723965
779,163.4637407798422
780,61.96462232627844
781,58.60806339025165
782,251.75507342911186
783,59.33996124489102
784,61.33768837156898
785,119.47702290707969
786,132.1229159008319
787,411.18290013362633
788,281.25457042897625
789,77.55673085282763
790,411.18290013362633
791,110.6869892609011
792,336.32047802885626
793,117.5628499011061
794,85.52798730992333
795,47.400936147139255
796,51.034953074997546
797,57.46275546798985
798,59.89985602727221
799,62.60495712968187
800,67.61811942813135
801,181.41321048744362
802,77.59356380518432
803,146.43692521828635
804,132.22670295878774
805,65.47426680153349
806,250.6895132819295
807,76.2773473191946
808,84.22055074851039
809,27.322993512110678
810,77.41240417443771
811,27.538578491836237
812,45.76670906477269
813,82.23964732814807
814,268.261161494742
815,90.4756568338265
816,50.177279916765876
817,208.06140011558
818,65.1616914682449
819,86.4847038444983
820,116.21814501882527
821,127.0846933800278
822,104.18851468832291
823,66.55973758251926
824,41.29671388779066
825,64.25058987097039
826,49.93634639391697
827,100.09593362978896
828,85.28345531447724
829,294.10080901081926
830,59.14946364982618
831,83.5640620130584
832,98.12803462578161
833,91.67246050655748
834,38.21468458276139
835,50.177279916765876
836,102.5977633352451
837,56.65106815584696
838,214.01451262353342
839,67.88298186471367
840,123.60769975443358
841,85.44839447090138
842,60.59087439412122
843,84.3028405293188
844,263.83418325160574
845,182.0860589105376
846,305.8180022821819
847,120.59795990344726
848,57.46275546798985
849,94.71922963034403
850,112.56958807325576
851,123.53363647347179
852,61.85431570890433
853,68.0312423335902
854,110.7046027681794
855,183.61327221794
856,171.51675705947136
857,182.0860589105376
858,60.58621300795792
859,260.73592948715185
860,218.22087479887938
861,207.8820757961755
862,19.65706603749542
863,82.67268728832869
864,88.51133372316508
865,52.678403249256036
866,59.42143448414103
867,25.913864319487054
868,98.54889777950221
869,243.11034897253478
870,205.95019968097873
871,52.99760713911582
872,67.35603402879855
873,31.90097419293823
874,99.47174088316007
875,72.72875915589634
876,37.9443572887579
877,74.21817667010646
878,47.9776036599645
879,65.76572063614496
880,51.36203855025317
881,73.9444783370519
882,94.9381033190879
883,132.31309753441377
884,49.11606701772042
885,96.1892934394299
886,61.9414228241526
887,100.76691162581827
888,116.21814501882527
889,72.51151550315592
890,314.5336123868373
891,57.214167996671954
892,77.74571350830824
893,294.3026222047262
894,235.3016535447111
895,233.65227740487606
896,84.3028405293188
897,69.86591059654897
898,127.65348896433984
899,35.38359197276179
900,208.30447112448135
901,26.6727584626882
902,77.3507764813629
903,57.13159871768095
904,71.82666232027141
905,64.94014195180792
906,75.77976581330823
907,85.28654608525957
908,89.21381257636072
909,294.25972899013703
910,87.85521786102821
911,64.94014195180792
912,401.0620566105352
913,81.46062655161774
914,93.40441403355561
915,77.08950187464781
916,73.26137967356011
917,112.61998767611463
918,60.21055584516087
919,78.30194526618345
920,78.75537834811057
921,72.88705441712767
922,197.63646375220762
923,50.03805240163495
924,51.22227954176826
925,71.59147516197756
926,261.6360829189277
927,83.79042389457724
928,101.81743788741582
929,51.79128037399688
930,40.626839014841266
931,65.73603586374678
932,34.28208644110362
933,427.42683100784456
934,165.00605095572237
935,34.160098515205476
936,101.3592382317287
937,121.9964449056417
938,46.548549007679675
939,43.68903263274632
940,58.91430051085634
941,49.81840326998769
942,40.22367325597745
943,135.8340337917224
944,151.88857648917607
945,77.19590186877545
946,304.0876426645488
947,48.71079946466844
948,52.24374798347913
949,133.58177051598605
950,102.6634243143827
951,68.93992755105882
952,221.56514327284142
953,56.66382522215983
954,122.33427083741148
955,32.87102495799501
956,193.77952407221807
957,59.83228801014073
958,143.67942735606482
959,104.0822889729474
960,18.60212842356182
961,171.71580230963283
962,121.21173954646751
963,62.299694734304204
964,81.11405158540587
965,86.7924128082077
966,78.95659008663918
967,50.83093585625901
968,67.07482132636092
969,95.06869964617184
970,74.24246001092652
971,87.04370177177809
972,85.04675661085402
973,101.5292696892045
974,76.14290745384457
975,50.791480562558874
976,75.77976581330823
977,76.37747418908302
978,85.02842884397873
979,64.94014195180792
980,57.7499363544894
981,208.88649056535203
982,92.45744686273795
983,252.57134902881407
984,84.941371099629
985,184.76102713322712
986,111.22254177537376
987,48.69246398272333
988,25.110236452250383
989,32.597703571280306
990,46.33544556802949
991,291.99596105015837
992,187.3122556482741
993,190.44835405548804
994,50.83093585625901
995,79.78141222355323
996,57.721205348069766
997,199.68986713361522
998,91.76517436113807
999,99.55821561022184
1000,85.48239500597617
1001,62.56947619538165
1002,51.16298981653247
1003,24.06351887345556
1004,61.27420605829119
1005,184.5470421878305
1006,76.53847992909775
1007,144.3754402783361
1008,47.430708749629325
1009,62.52739934398299
1010,24.345289609493406
1011,167.40792453146955
1012,47.82746932075885
1013,110.18596845164745
1014,82.05043994392776
1015,35.2314449695208
1016,231.51031974001214
1017,61.71018929682681
1018,144.99185339910505
1019,59.164357800441834
1020,64.25058987097039
1021,28.94921394681812
1022,166.37699596747106
1023,74.24246001092652
1024,51.4167582726478
1025,57.73901411895424
1026,58.91430051085634
1027,126.63101296415867
1028,49.46726139502767
1029,87.04370177177809
1030,62.8201151758521
1031,36.20670141459749
1032,110.81167460484431
1033,69.25066223061535
1034,58.91430051085634
1035,57.06629097454281
1036,122.09812078379885
1037,104.0822889729474
1038,41.19952217899961
1039,404.0401355885347
1040,84.27130764600898
1041,121.01509740509393
1042,130.47534002517264
1043,67.77747387747486
1044,250.06549430790736
1045,56.03521261690144
1046,79.25540308586233
1047,45.09266728866094
1048,91.67246050655748
1049,56.34921735732539
1050,119.89547512859984
1051,56.25459929948372
1052,64.72972889022124
1053,89.99217620377414
1054,238.1954217724419
1055,41.37141663898423
1056,85.75711198295257
1057,41.31379961103343
1058,61.71018929682681
1059,103.00394501596327
1060,70.88704166799822
1061,51.39753934097628
1062,79.78141222355323
1063,42.00241710277965
1064,68.45722927572167
1065,200.56730156152892
1066,62.57159065442198
1067,169.82287648537002
1068,113.12522227585602
1069,45.591703144986965
1070,80.08234873199893
1071,71.25235774037505
1072,56.50493860664493
1073,330.23305823508207
1074,717.1043323833653
1075,46.86652215938656
1076,61.89990214498668
1077,46.09350153420723
1078,83.59535757227344
1079,103.26220461921166
1080,74.21817667010646
1081,94.42422849786438
1082,47.32450635577196
1083,97.49055993092085
1084,41.29671388779066
1085,82.29335664697398
1086,73.8428204941717
1087,61.71018929682681
1088,56.02886869078244
1089,59.54199769951966
1090,191.98371050086544
1091,84.3028405293188
1092,57.73901411895424
1093,102.18783225251839
1094,156.45663886542013
1095,59.542435385687405
1096,235.0620368438981
1097,197.09554470680663
1098,167.4215631569169
1099,74.13853979199365
1100,41.49881949971366
1101,69.4817374409458
1102,70.1310287860173
1103,57.721205348069766
1104,177.1540664524156
1105,145.42369203897522
1106,131.44076852025384
1107,114.29734197296227
1108,121.2060436179747
1109,52.678403249256036
1110,110.8563571027532
1111,195.90013555431563
1112,117.13346479491061
1113,60.83728519207248
1114,55.6783622163772
1115,178.08045598984558
1116,336.872810389533
1117,61.841837450202455
1118,44.50678667152251
1119,75.09594358874295
1120,45.95640423992703
1121,113.860932776016
1122,80.00227440588591
1123,48.83683894685977
1124,34.89222367590917
1125,128.85522319845307
1126,53.98139424205744
1127,196.021557797428
1128,115.50871310632428
1129,69.97985099670808
1130,55.94088775949049
1131,128.98172813080376
1132,302.00664712628367
1133,64.7389512559091
1134,52.678403249256036
1135,71.90193424085497
1136,77.73891521182684
1137,87.1948795610873
1138,74.91540966584962
1139,80.76385015510223
1140,87.13567182347127
1141,48.257838470996084
1142,344.9888110917449
1143,65.38839329853245
1144,38.21468458276139
1145,69.12055760177192
1146,47.944275563947116
1147,124.76731549846927
1148,299.6574398075153
1149,56.060976934758976
1150,41.73389906233955
1151,294.3026222047262
1152,130.2757513365655
1153,257.9617001888513
1154,51.39753934097628
1155,138.35384555202467
1156,158.61917059988903
1157,32.72542219615561
1158,77.55122394098233
1159,190.34261536057448
1160,65.8487082869261
1161,69.92852165243066
1162,101.81743788741582
1163,133.3194326373507
1164,120.1246836331828
1165,47.24318345767613
1166,88.74788884553902
1167,53.98139424205744
1168,192.54621408043712
1169,32.60274296830207
1170,46.77180908410255
1171,49.51953964227398
1172,60.3618294481384
1173,77.42654925186004
1174,44.1786645177954
1175,73.26137967356011
1176,45.498420043541635
1177,52.678403249256036
1178,39.36796004043852
1179,61.10189160122992
1180,152.72630301577615
1181,106.94533833266784
1182,69.40102588885641
1183,54.235162698172765
1184,327.37304235432475
1185,51.36203855025317
1186,166.05159607897343
1187,61.71018929682681
1188,57.721205348069766
1189,158.07961906530198
1190,127.41316667536985
1191,89.64645238102764
1192,48.1868842723142
1193,67.36827417526573
1194,593.3454132155154
1195,65.03365875890917
1196,103.43748308299763
1197,105.69511776354781
1198,55.77745026290884
1199,40.22367325597745
1200,113.2472658905625
1201,106.5736913621472
1202,191.61013153662196
1203,24.878113890107283
1204,62.06261319983676
1205,77.19590186877545
1206,49.59280524514534
1207,59.870437282748625
1208,120.59795990344726
1209,32.87102495799501
1210,55.26060495029794
1211,48.80697750377296
1212,26.067626217915745
1213,32.87102495799501
1214,422.3993108554658
1215,51.55621154578206
1216,95.33498658915597
1217,106.34117039643871
1218,73.97652887397908
1219,62.18083014807946
1220,162.71077527664798
1221,56.39729969973163
1222,66.54253099105176
1223,96.67394295774521
1224,55.87572581942038
1225,135.64211138594865
1226,45.96862582957836
1227,49.22248553264996
1228,215.20319878800686
1229,164.05029317889614
1230,64.0960271639635
1231,208.06140011558
1232,55.554108536281056
1233,72.94431487970728
1234,49.47322280165274
1235,189.15994980098995
1236,53.98139424205744
1237,80.50020472427241
1238,77.54450769631961
1239,88.80019710768143
1240,43.661881507586955
1241,583.6831755035688
1242,61.07584770722049
1243,48.47238855610645
1244,41.29435544412771
1245,152.47880448680573
1246,51.44551140307505
1247,112.56958807325576
1248,50.29415322992059
1249,69.80330737540531
1250,126.04202074145842
1251,121.9964449056417
1252,251.75507342911186
1253,50.177279916765876
1254,52.678403249256036
1255,271.527115693104
1256,124.2497232370379
1257,96.27792822665384
1258,48.719248444414106
1259,64.44306073288975
1260,122.12672662276096
1261,67.77747387747486
1262,132.1229159008319
1263,100.60753661477308
1264,96.17558543558938
1265,107.36459414268772
1266,179.97194064815233
1267,231.51031974001214
1268,53.85126876607152
1269,94.66506623775965
1270,97.62209209051528
1271,50.27371695175933
1272,61.10189160122992
1273,45.95640423992703
1274,38.41611520790814
1275,45.212255836428035
1276,76.79986463992856
1277,138.04610401627954
1278,73.00761121744478
1279,114.42838912470359
1280,251.75507342911186
1281,117.05391879842746
1282,59.52146129223147
1283,86.56887920967674
1284,211.58504290049362
1285,81.11405158540587
1286,63.335694404960364
1287,72.2104657838588
1288,160.94634302897674
1289,62.52739934398299
1290,127.76207928635397
1291,90.04519335810419
1292,180.826228509111
1293,473.0699777928575
1294,47.430708749629325
1295,194.67325657885507
1296,84.00312697893057
1297,91.87097498660378
1298,182.26991141997217
1299,242.7077941853488
1300,82.29335664697398
1301,72.2104657838588
1302,65.76572063614496
1303,44.50678667152251
1304,58.73186439300938
1305,182.0860589105376
1306,47.988124436027576
1307,182.73753414732923
1308,111.14468280091607
1309,129.32562198167088
1310,54.476094737188
1311,130.92406012055352
1312,148.58033620917433
1313,230.69752145314771
1314,235.3194147530976
1315,245.4367544283382
1316,83.3898323881578
1317,122.89948382404756
1318,64.6676270735607
1319,48.817569024441404
1320,62.52739934398299
1321,114.29734197296227
1322,64.80632519908389
1323,66.55734207100556
1324,117.13346479491061
1325,86.12174826263208
1326,59.14946364982618
1327,43.723027945457076
1328,48.47238855610645
1329,441.6593425944033
1330,73.00761121744478
1331,31.612612199914558
1332,110.18596845164745
1333,69.81624968245872
1334,73.70653918963225
1335,321.5211722982445
1336,68.29616694211775
1337,85.48239500597617
1338,48.400322657966775
1339,64.57032135850969
1340,50.59693881555592
1341,82.61910115861218
1342,50.791480562558874
1343,45.833516441043784
1344,52.678403249256036
1345,36.66602687613924
1346,61.387327229427726
1347,150.23790651725565
1348,57.54387606338759
1349,71.59874774652214
1350,34.57783474805741
1351,64.7389512559091
1352,49.096088955295386
1353,104.99807715351713
1354,86.29022585064723
1355,203.92607246768466
1356,192.7527640442791
1357,46.87261033301536
1358,87.28661847482431
1359,90.2742229305863
1360,52.189116010466385
1361,47.81450024157799
1362,53.591485154253036
1363,79.01914337935007
1364,45.76670906477269
